non-deterministic,no-asm,no-mixed-refs,no-chroma-me,no-8x8dct,no-fast-pskip,no-dct-decimate,no-scenecut,no-cabac,no-deblock,no-mbtree,no-weightb,no-psy,no-progress,visualize,dts-compress,encoding_time_feature1_2762_8,encoding_time_feature1_2762_32,encoding_time_feature1_2762_128,encoding_time_feature8_2762_8,encoding_time_feature8_2762_32,encoding_time_feature8_2762_128,encoding_time_feature9_2389_8,encoding_time_feature9_2389_32,encoding_time_feature9_2389_128,encoding_time_feature10_2744_8,encoding_time_feature10_2744_32,encoding_time_feature10_2744_128,encoding_time_azure_2762_8,encoding_time_azure_2762_32,encoding_time_azure_2762_128,encoding_time_amazon_nano_2762_8,encoding_time_amazon_nano_2762_32,encoding_time_amazon_nano_2762_128,encoding_time_amazon_amazon_micro_2762_8,encoding_time_amazon_amazon_micro_2762_32,encoding_time_amazon_amazon_micro_2762_128
1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0.92667,5.73,17.557,0.41,2.6267,8.0033,0.086667,0.46333,1.3867,0.086667,0.48333,1.42,0.58,4.4,13.997,0.64667,93.707,244.81,0.62,37.017,121.29
1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0.97333,6.0833,18.567,0.43333,2.7767,8.3867,0.1,0.49667,1.4767,0.093333,0.51667,1.5033,0.66,4.6567,14.803,0.68,99.903,311.97,0.67,39.433,154.68
1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0.71333,4.41,14.763,0.33,2.0167,6.65,0.3,1.9133,6.44,0.33667,2,6.6433,0.52333,3.57,11.99,0.53333,76.457,254.19,0.52,35.13,125.9
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0.83,5.0733,15.69,0.35667,2.33,7.0967,0.073333,0.41333,1.2467,0.08,0.43667,1.2833,0.50667,3.8367,12.413,0.57333,82.357,229.68,0.56,40.707,125.34
1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0.61333,4.2967,14.153,0.27667,1.97,6.4133,0.27,1.86,6.16,0.28,1.97,6.4533,0.43333,3.4433,11.583,0.46333,74.37,226.67,0.43333,36.863,100.79
0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0.72333,5.33,16.04,0.32,2.43,7.3633,0.30333,2.21,6.6133,0.32667,2.4367,7.3833,0.47,4.11,12.927,0.48667,80.643,272.39,0.48,43.317,135.18
1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0.79333,4.6533,15.287,0.38,2.12,6.87,0.35,1.9867,6.5533,0.36667,2.1233,6.9167,0.59,3.8067,12.443,0.59,54.093,266.62,0.57,39.917,130.93
0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0.89,5.34,16.497,0.39,2.4167,7.45,0.086667,0.43667,1.3033,0.083333,0.45667,1.3367,0.55333,4.0933,13.173,0.60333,71.167,228.07,0.59667,43.277,132.55
0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0.76,5.3067,16.157,0.34,2.4133,7.3967,0.08,0.44,1.2867,0.09,0.46667,1.3667,0.54667,4.0633,13.02,0.51,87.09,276.69,0.51333,43.13,115.97
1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0.72333,4.41,14.737,0.33667,2.03,6.6833,0.31667,1.9,6.4267,0.34,2.0267,6.7167,0.54333,3.56,11.98,0.53,76.34,256.07,0.52,37.843,126.14
0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.99667,6.1333,18.877,0.45333,2.81,8.5433,0.10333,0.51667,1.5467,0.09,0.52667,1.55,0.63333,4.7133,15.01,0.72667,101.12,280.65,0.68667,50.233,157.79
1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0.68,4.6033,14.937,0.31,2.08,6.7533,0.30333,1.96,6.49,0.31333,2.0833,6.7833,0.49,3.7333,12.23,0.49,79.543,247.22,0.49,39.35,119.12
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.86,6.0567,18.587,0.37,2.7933,8.4533,0.083333,0.50667,1.4967,0.09,0.52667,1.5467,0.57333,4.6867,14.673,0.55,100.01,311.93,0.56,39.44,139.17
1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0.59333,4.3633,14.353,0.28,1.98,6.49,0.27667,1.88,6.2333,0.28333,1.99,6.5467,0.38333,3.5333,11.74,0.43,75.653,247.72,0.43,29.79,123.16
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0.68333,5.0967,16.33,0.31,2.3233,7.45,0.086667,0.42333,1.2933,0.083333,0.42,1.2833,0.47333,4.0933,13.4,0.47,87.4,232.02,0.47,35.627,139.96
1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.78667,4.74,15.53,0.35333,2.13,6.94,0.3,1.9767,6.5167,0.34,2.13,6.91,0.56,3.7867,12.623,0.55,81.83,266.25,0.55,40.373,116.74
0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0.62,4.6533,15.127,0.27667,2.09,6.77,0.066667,0.35,1.1067,0.063333,0.37,1.15,0.39333,3.7133,12.303,0.43333,76.547,259.47,0.44,39.503,117.52
1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0.67667,4.69,15.223,0.30333,2.1,6.88,0.083333,0.36667,1.16,0.08,0.38333,1.1833,0.50667,3.7867,12.497,0.48333,53.707,228.73,0.49,39.937,130.62
1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0.78667,4.99,16.493,0.36333,2.2967,7.45,0.34,2.2133,7.3133,0.36667,2.26,7.4233,0.58,3.9833,13.463,0.57333,66.657,267.14,0.57667,42.667,140.29
1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0.69667,4.69,15.347,0.32333,2.1167,6.9433,0.08,0.37667,1.2067,0.083333,0.39,1.2133,0.46,3.8133,12.55,0.50667,81.21,266.25,0.51333,40.11,117.7
1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0.62,4.4233,14.567,0.28,2.0133,6.5833,0.25667,1.8867,6.3467,0.26,1.99,6.5667,0.42667,3.5733,11.823,0.45,75.993,250.44,0.42667,37.563,115.26
1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.93333,5.7333,17.367,0.43667,2.6367,7.95,0.093333,0.47,1.39,0.093333,0.49667,1.4367,0.63667,4.3667,13.967,0.63333,94.203,243,0.62,46.443,145.85
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.87,6.1833,18.667,0.36667,2.8,8.51,0.083333,0.51,1.4867,0.083333,0.53333,1.5367,0.50667,4.74,14.897,0.55333,101.18,313.93,0.54333,50.147,155.77
1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0.63333,4.2833,14.177,0.29,1.9467,6.4367,0.28667,1.8233,6.1867,0.28667,1.9467,6.4567,0.45,3.46,11.557,0.45,73.893,244.89,0.45,36.503,100.54
1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.84,5.33,17.307,0.39667,2.42,7.7767,0.36333,2.3567,7.5433,0.40667,2.4167,7.7167,0.61667,4.3233,14.107,0.61333,92.323,245.24,0.61667,40.363,142.9
0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0.85,5.3367,17.407,0.38667,2.4433,7.81,0.35,2.3467,7.64,0.38333,2.4033,7.7667,0.57,4.3233,14.093,0.62,92.357,247.92,0.61333,36.397,147.6
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0.84,4.96,15.323,0.38667,2.27,6.97,0.31667,2.0733,6.4433,0.37333,2.27,7,0.56667,3.8067,12.227,0.56333,80.963,258.1,0.56,32.04,128.09
1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0.67667,4.9933,15.153,0.28,2.2533,6.9567,0.27667,2.0133,6.15,0.29,2.2467,6.88,0.44667,3.78,12.127,0.43,79.967,253.59,0.43,37.233,100.79
0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0.82,6.03,18.097,0.34333,2.72,8.2567,0.08,0.48667,1.4133,0.08,0.51333,1.4967,0.53333,4.6433,14.49,0.52,65.433,254.28,0.52,48.843,151.42
1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0.77,5.6733,17.21,0.33667,2.61,7.9267,0.083333,0.46667,1.36,0.086667,0.49333,1.4567,0.44,4.3433,13.907,0.49,75.857,290.48,0.49333,46.063,144.6
0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0.88,5.3967,16.463,0.39667,2.4367,7.3933,0.34333,2.2033,6.72,0.37333,2.4267,7.3333,0.60667,4.12,13.047,0.59333,87.877,274.8,0.58667,43.58,129.05
0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.69333,5.0333,15.297,0.29,2.29,7.0067,0.07,0.41,1.1933,0.073333,0.43667,1.27,0.44,3.7667,12.16,0.44333,81.467,244.4,0.43,40.307,109.23
0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0.82,4.9867,15.483,0.37333,2.2667,7.0233,0.33667,2.0533,6.4533,0.36333,2.2433,6.9767,0.51,3.84,12.33,0.55333,80.663,221.29,0.55,39.953,128.51
1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0.74333,4.3867,14.623,0.35,2.0333,6.5933,0.086667,0.35667,1.1267,0.08,0.36333,1.14,0.54,3.5533,11.94,0.55333,76.22,251.38,0.53667,37.777,124.59
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0.71333,4.3433,14.563,0.32667,1.9733,6.55,0.29333,1.8433,6.2033,0.32333,1.97,6.5267,0.52333,3.49,11.81,0.52667,75.093,249.49,0.51,37.07,120.73
1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0.63333,4.38,14.507,0.28667,2.0133,6.5633,0.28667,1.92,6.3767,0.28667,2.0167,6.5967,0.39667,3.5767,11.907,0.45333,75.777,216.71,0.45,37.603,101.24
0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0.92667,5.8567,17.867,0.41667,2.6967,8.2,0.096667,0.49667,1.4733,0.09,0.51,1.4933,0.65333,4.4533,14.38,0.67,95.957,287.86,0.64667,46.547,149.86
0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.83,5.4567,17.62,0.37667,2.4667,7.9233,0.083333,0.43,1.3533,0.08,0.43,1.35,0.62667,4.3467,14.313,0.63,93.703,306.48,0.61667,37.027,149.62
1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.63333,5.0333,16.153,0.28333,2.26,7.2933,0.26667,2.1633,7.0333,0.27,2.25,7.2733,0.38333,4.02,13.147,0.43667,85.503,291.89,0.43,33.777,127.12
0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0.68333,5.0567,16.333,0.30667,2.2867,7.4,0.083333,0.40333,1.2667,0.083333,0.41,1.2667,0.48333,4.0367,13.317,0.49,58.63,255.55,0.48,36.47,123.36
0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0.70667,4.6333,15.367,0.32333,2.1267,6.9467,0.31333,2.0267,6.8067,0.32333,2.1333,6.96,0.51333,3.7867,12.707,0.51333,58.62,266.06,0.50667,40.317,131.73
1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.76333,5.6867,17.273,0.33667,2.5967,8.01,0.32667,2.4533,7.33,0.33667,2.62,7.9667,0.44,4.38,13.94,0.49333,93.407,292.04,0.49333,46.48,145.07
0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0.89,5.3867,16.613,0.41,2.47,7.5233,0.38,2.2633,7.0667,0.38667,2.4333,7.4467,0.60667,4.1367,13.37,0.61333,88.393,230.23,0.61,43.6,123.01
1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.85333,5.12,15.913,0.38333,2.33,7.2233,0.073333,0.42,1.2633,0.08,0.43667,1.2833,0.58,3.8867,12.72,0.57,83.29,266.83,0.56,41.24,122.68
1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0.80333,4.7,15.537,0.35333,2.16,6.9933,0.096667,0.38333,1.21,0.086667,0.39,1.2133,0.53333,3.85,12.76,0.58667,82.4,268.82,0.58,40.793,134.14
0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.88,5.4467,16.733,0.39333,2.5,7.56,0.083333,0.44333,1.33,0.08,0.47,1.3633,0.64,4.16,13.43,0.63333,89.107,243.63,0.61,44.147,139.69
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.84333,4.97,15.523,0.37333,2.3033,7.0267,0.083333,0.41333,1.2433,0.086667,0.44,1.2933,0.6,3.8133,12.47,0.56667,81.237,249.13,0.57,40.323,111.61
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.81,6.03,18.16,0.35667,2.7433,8.3333,0.33333,2.5633,7.6167,0.35333,2.7233,8.2567,0.47333,4.6433,14.62,0.53333,99.68,307.04,0.52,49.273,145.13
0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0.91,5.3633,16.417,0.39333,2.4467,7.39,0.09,0.44,1.3,0.09,0.46667,1.3533,0.61,4.0867,13.153,0.61667,88.65,273.87,0.6,43.233,137.61
1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0.91333,5.4433,16.707,0.39667,2.49,7.5933,0.39333,2.3233,7.1833,0.42,2.4967,7.62,0.62667,4.1833,13.473,0.62667,86.333,236.28,0.61333,35.393,140.7
1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0.79333,5.2,17.3,0.38333,2.4133,7.8567,0.10333,0.43667,1.4067,0.09,0.43,1.36,0.56,4.2167,14.233,0.60667,60.23,296.8,0.6,35.623,121.85
0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0.78667,4.8133,16.107,0.36,2.1767,7.2267,0.32667,2.09,7.06,0.35,2.1733,7.18,0.57,3.8867,13.387,0.57,67.187,276.11,0.56333,34.66,136.59
0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.72,5.27,15.98,0.31667,2.4133,7.3233,0.08,0.43667,1.2667,0.083333,0.46667,1.3633,0.49333,4.1,12.82,0.5,86.627,220.31,0.48333,43.1,134.73
0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0.69333,4.6167,15.147,0.32333,2.0867,6.82,0.30667,1.9633,6.6033,0.31333,2.09,6.85,0.44,3.6767,12.5,0.50667,79.817,261.92,0.49,39.603,125.98
1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0.77333,5.3967,16.377,0.33333,2.4667,7.53,0.33,2.2667,6.98,0.34667,2.4933,7.59,0.51667,4.1567,13.37,0.51,89.07,278.92,0.51,44.307,116.67
1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0.85333,5.1233,15.713,0.37333,2.3633,7.15,0.33333,2.1733,6.68,0.37333,2.35,7.19,0.57333,3.9333,12.713,0.57333,83.513,250.47,0.56333,41.357,131.2
0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0.71,5.2333,16.663,0.33,2.36,7.5167,0.33,2.2867,7.3533,0.33333,2.3633,7.5333,0.45667,4.19,13.81,0.51667,90.103,251.08,0.50667,44.61,142.56
1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0.72,5.38,17.21,0.32333,2.4033,7.72,0.073333,0.42,1.3033,0.07,0.42667,1.3133,0.49333,4.3267,13.997,0.49333,91.83,293.85,0.49,45.35,135.39
1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0.88667,5.45,17.733,0.43333,2.4933,8.0333,0.42667,2.5,8.1333,0.44333,2.49,8.0467,0.66667,4.44,14.583,0.65333,94.687,306.26,0.65,46.82,136.77
1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0.84,5.4533,17.97,0.39667,2.4867,8.07,0.4,2.4433,8.0333,0.40333,2.4633,8.0367,0.56333,4.3733,14.78,0.62,94.073,256.31,0.61667,46.59,152.14
0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0.93333,5.7567,17.667,0.45,2.6567,8.06,0.096667,0.49,1.4633,0.1,0.50333,1.48,0.65,4.4233,14.39,0.65,81.57,298.23,0.64667,45.76,148.15
0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.83,5.91,17.957,0.37667,2.7,8.24,0.36,2.51,7.5833,0.36333,2.7067,8.25,0.55,4.6433,14.683,0.54667,65.273,304.94,0.54,38.75,125.87
0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0.59667,4.4267,14.547,0.27333,1.9933,6.5533,0.25333,1.87,6.2633,0.25333,1.9767,6.5133,0.36667,3.5333,12.023,0.43333,71.843,197.94,0.40667,29.817,123.18
0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.62,4.59,14.923,0.28333,2.0533,6.6867,0.27667,1.9033,6.28,0.27333,2.0467,6.64,0.46333,3.61,12.403,0.48333,78.877,256.42,0.44333,32.617,127.02
0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75667,5.3533,16.187,0.33667,2.4433,7.4233,0.33,2.2667,6.77,0.33,2.4567,7.44,0.5,4.1633,13.277,0.52333,87.997,275.36,0.49333,43.823,136.74
1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0.78667,4.7233,15.713,0.36667,2.1367,7.04,0.083333,0.37,1.1933,0.076667,0.38333,1.2067,0.52,3.8333,12.833,0.60667,82.46,256.61,0.56,40.78,108.43
0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0.78,4.7267,15.577,0.35,2.1633,6.9833,0.31333,2.0067,6.5967,0.34333,2.1433,6.94,0.54,3.8033,12.713,0.57333,81.94,229.86,0.55,40.4,131.79
0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.70333,5.0333,15.477,0.31333,2.3133,7.11,0.30333,2.1233,6.53,0.31667,2.3,7.1233,0.48667,3.83,12.52,0.47667,82.237,261.12,0.47,40.817,129.61
1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0.72333,5.0933,15.667,0.32333,2.38,7.2333,0.076667,0.42333,1.26,0.08,0.45,1.3233,0.47667,3.9,12.653,0.47,83.427,263.55,0.47,41.35,131.19
0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0.73,4.3867,14.597,0.33,2.02,6.5867,0.32667,1.8667,6.2367,0.32333,2.0233,6.62,0.46667,3.5133,12,0.52333,76.277,206.34,0.52,37.677,100.89
0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.88,5.3833,16.527,0.38667,2.4567,7.4567,0.35,2.22,6.8433,0.38,2.4167,7.4067,0.59667,4.1433,13.12,0.62,87.843,271.2,0.59,43.693,135.53
