non-deterministic,no-asm,no-mixed-refs,no-chroma-me,no-8x8dct,no-fast-pskip,no-dct-decimate,no-scenecut,no-cabac,no-deblock,no-mbtree,no-weightb,no-psy,no-progress,visualize,dts-compress,encoding_time_feature1_2762_8,encoding_time_feature1_2762_32,encoding_time_feature1_2762_128,encoding_time_feature8_2762_8,encoding_time_feature8_2762_32,encoding_time_feature8_2762_128,encoding_time_feature9_2389_8,encoding_time_feature9_2389_32,encoding_time_feature9_2389_128,encoding_time_feature10_2744_8,encoding_time_feature10_2744_32,encoding_time_feature10_2744_128,encoding_time_azure_2762_8,encoding_time_azure_2762_32,encoding_time_azure_2762_128,encoding_time_amazon_nano_2762_8,encoding_time_amazon_nano_2762_32,encoding_time_amazon_nano_2762_128,encoding_time_amazon_amazon_micro_2762_8,encoding_time_amazon_amazon_micro_2762_32,encoding_time_amazon_amazon_micro_2762_128
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.81667,6.1333,18.323,0.36333,2.7967,8.41,0.083333,0.51,1.4833,0.09,0.53667,1.5567,0.52667,4.7067,14.647,0.53,100.54,311.08,0.53,49.553,128.67
1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0.59667,4.34,14.317,0.26333,1.9833,6.44,0.25333,1.8333,6.1533,0.26333,1.95,6.43,0.37,3.46,11.553,0.42,74.313,213.8,0.42667,36.793,121.28
1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0.68,5.0167,15.233,0.29667,2.2767,6.98,0.073333,0.40667,1.2033,0.076667,0.44333,1.29,0.42667,3.7767,12.013,0.45,80.963,237.71,0.44,40.08,126.84
1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.69,5.2367,16.69,0.31333,2.3433,7.56,0.28667,2.28,7.5333,0.29667,2.3333,7.5233,0.46333,4.16,13.393,0.48,87.99,285.79,0.47,43.527,141.32
1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0.81,5.2433,17.173,0.38,2.4033,7.79,0.37333,2.38,7.8,0.35667,2.3867,7.77,0.6,4.18,13.81,0.64667,83.833,294.89,0.58,41.37,120.11
1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0.86,5.5533,18.03,0.38333,2.54,8.1567,0.37667,2.51,8.1133,0.4,2.5367,8.1,0.57333,4.6,14.467,0.63667,63.86,259.58,0.63,37.647,153.42
0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0.77333,4.7367,15.533,0.34,2.1633,6.96,0.076667,0.35667,1.14,0.073333,0.38,1.1767,0.54667,3.83,12.493,0.57333,69.903,266.28,0.55,32.07,132.05
1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0.66333,5.02,15.267,0.28,2.3,6.9533,0.26,2.04,6.18,0.26667,2.28,6.94,0.41667,3.81,11.923,0.42,80.68,254.1,0.42333,35.283,136.61
0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0.68333,4.6467,15.23,0.32667,2.1067,6.8433,0.083333,0.37,1.1767,0.083333,0.38667,1.1933,0.45333,3.7533,12.37,0.50667,80.553,221,0.5,39.86,115.06
1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.86,5.3467,17.257,0.41667,2.44,7.7933,0.083333,0.42333,1.3333,0.083333,0.43,1.3367,0.66667,4.28,13.927,0.63667,91.943,289.2,0.61333,45.537,146.87
1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.64,4.7367,15.333,0.28333,2.12,6.9,0.27667,2.01,6.6233,0.27667,2.1167,6.8733,0.47667,3.8833,12.373,0.46,81.007,264.35,0.45,40.03,130.6
0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.74333,5.4467,16.327,0.31333,2.4533,7.4533,0.073333,0.44333,1.2867,0.076667,0.47,1.3633,0.43333,4.1333,13.05,0.47667,87.96,270.72,0.47333,43.487,122.11
1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0.84,5.07,15.673,0.36333,2.3167,7.1233,0.076667,0.40667,1.2267,0.08,0.43,1.2667,0.56333,3.8467,12.247,0.57333,81.767,216.04,0.55,40.31,118.56
1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.79333,5.98,17.907,0.34667,2.74,8.2333,0.083333,0.49333,1.41,0.086667,0.51667,1.5167,0.52333,4.59,14.333,0.52667,98.273,303.98,0.51333,48.42,150.77
1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0.80333,4.72,15.56,0.36,2.15,7.0367,0.09,0.38,1.2067,0.086667,0.39,1.2133,0.53667,3.85,12.703,0.66,82.263,270.34,0.58333,40.68,133.68
1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0.93,5.71,17.347,0.43,2.6333,7.9167,0.38,2.4433,7.34,0.43,2.6367,7.95,0.63,4.3933,13.713,0.65667,84.97,242.24,0.62667,46.307,124.15
1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0.68,4.95,15.133,0.30333,2.2933,6.97,0.29667,2.0733,6.22,0.29667,2.2767,6.9867,0.45,3.78,11.96,0.45,53.787,254.49,0.44667,39.31,121.71
0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.77667,4.72,15.35,0.35333,2.1433,6.9467,0.34333,2.0033,6.5667,0.37,2.15,6.9733,0.51333,3.82,12.517,0.59333,66.947,266.24,0.57333,32.22,131.95
0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.79333,5.11,16.887,0.38,2.3567,7.64,0.083333,0.41333,1.35,0.076667,0.41,1.32,0.60333,4.0933,13.783,0.6,88.117,272.23,0.58333,34.603,143.25
1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0.76,5.3133,16.27,0.32,2.41,7.41,0.30667,2.19,6.6933,0.32333,2.3933,7.36,0.50333,4.05,12.963,0.5,86.62,240.97,0.50667,34.9,112.47
0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0.73,5.0433,15.51,0.31333,2.33,7.12,0.3,2.13,6.5733,0.31667,2.3267,7.1367,0.43667,3.8967,12.457,0.47333,82.217,261.88,0.48,40.707,128.25
0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0.89667,5.3267,16.357,0.39333,2.4133,7.39,0.086667,0.43,1.29,0.08,0.45333,1.33,0.60667,4.0667,13.037,0.59333,86.643,276.14,0.6,42.783,136.67
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.77333,5.6833,17.31,0.34,2.6267,7.9567,0.32333,2.46,7.33,0.34,2.6133,7.96,0.5,4.3533,13.71,0.49667,93.093,241.51,0.49,46.097,146.51
0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0.77,4.7467,15.807,0.34333,2.1633,7.09,0.31,2.0233,6.8333,0.34333,2.1367,7.07,0.56333,3.8167,12.713,0.55667,123.29,270.98,0.56,40.417,109.55
0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.64333,4.38,14.557,0.28333,1.9633,6.57,0.26667,1.8567,6.3833,0.28333,1.96,6.54,0.44667,3.48,11.713,0.45667,74.737,249.76,0.44667,36.913,123.96
1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0.83333,5.04,15.493,0.38,2.2933,7.02,0.08,0.41333,1.2267,0.086667,0.44333,1.2833,0.57,3.8633,12.153,0.58,81.707,247.78,0.56667,40.473,129.36
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0.62667,4.2833,14.183,0.29,1.9433,6.4233,0.27667,1.82,6.1767,0.28333,1.9433,6.4567,0.45333,3.4233,11.483,0.45667,73.46,206.4,0.45,36.25,121.32
1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.79667,5.1233,17.067,0.36,2.3467,7.6933,0.35667,2.2667,7.6167,0.36,2.3267,7.65,0.53667,4.0767,13.603,0.62667,82.117,290.39,0.57,43.4,118.45
1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.73,4.4267,14.987,0.32333,1.9933,6.75,0.073333,0.34333,1.1467,0.07,0.35333,1.1433,0.53667,3.5467,12.04,0.52333,50.66,257.25,0.52333,37.717,127.33
1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.86333,5.5633,18.363,0.39667,2.5367,8.3,0.09,0.46,1.48,0.083333,0.45333,1.4333,0.59667,4.49,14.817,0.63667,76.943,266.78,0.63667,44.093,156.11
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.67333,5.0367,16.223,0.29333,2.2767,7.3533,0.28,2.2267,7.2733,0.29,2.2733,7.3067,0.45,4.07,13.087,0.46,85.83,278.81,0.46,33.87,132.34
1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0.72333,5.0733,15.58,0.30667,2.31,7.1567,0.29333,2.1033,6.52,0.30333,2.3067,7.1133,0.46667,3.8333,12.3,0.49333,81.69,260.86,0.47,32.243,109.81
0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.98333,6.0667,18.263,0.44333,2.7867,8.2767,0.42333,2.5833,7.7467,0.44333,2.7867,8.3067,0.63667,4.72,14.64,0.68,99.91,276.93,0.67,44.393,153.6
1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.84667,5.0533,15.627,0.36667,2.3333,7.1767,0.083333,0.41,1.2567,0.083333,0.44333,1.2933,0.56333,3.7967,12.373,0.57,81.933,244.6,0.56333,40.607,130.19
1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.83333,5.1433,15.89,0.37,2.3467,7.2033,0.34333,2.15,6.7267,0.37,2.3367,7.1667,0.57,3.9033,12.563,0.56333,83.047,265.74,0.56,40.99,121.68
1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0.77667,4.65,15.393,0.35,2.12,6.8867,0.29333,1.97,6.5267,0.35667,2.1067,6.8533,0.50667,3.8467,12.423,0.55,81.62,265.12,0.55333,39.887,115.16
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.73,5.43,16.29,0.31333,2.46,7.4333,0.29667,2.23,6.73,0.30333,2.4333,7.39,0.46667,4.0733,12.957,0.47,87.86,225.1,0.47,43.573,135.92
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.72,5.49,17.407,0.32333,2.4667,7.84,0.07,0.43333,1.3567,0.073333,0.44,1.3533,0.49333,4.44,14.187,0.48667,93.153,299.43,0.48,45.973,147.88
1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.78333,5.9767,17.933,0.33,2.72,8.2,0.073333,0.48333,1.4,0.08,0.51333,1.49,0.49333,4.5367,14.217,0.49667,86.1,302.75,0.49,48.34,131.65
0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0.79,4.64,15.297,0.36,2.1167,6.9167,0.35,2,6.63,0.36,2.14,6.9333,0.53,3.76,12.46,0.58333,53.677,254.25,0.57,39.937,123.63
1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.77,5.3233,16.21,0.34333,2.4167,7.39,0.33667,2.2233,6.7833,0.34,2.43,7.4133,0.50667,4.0967,12.997,0.51333,75,235.63,0.51667,42.89,136.68
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0.69333,5.0967,15.503,0.28667,2.34,7.0633,0.066667,0.41667,1.21,0.07,0.44333,1.28,0.44667,3.89,12.197,0.44,82.27,259.5,0.43333,38.973,128.54
1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0.66,5.0067,16.08,0.3,2.2633,7.2767,0.29667,2.19,7.0967,0.29333,2.2667,7.27,0.42,3.96,13.01,0.45667,84.993,275.75,0.45,33.37,117.28
1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.84333,5.09,15.823,0.37667,2.32,7.1867,0.08,0.42667,1.2567,0.08,0.43667,1.29,0.57,3.8633,12.493,0.57,82.04,216.15,0.56,32.217,125.87
0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.73,4.3433,14.56,0.34,1.9767,6.5833,0.31667,1.86,6.34,0.34,2,6.6133,0.53667,3.52,11.93,0.53333,75.053,252.57,0.53,30.13,124.42
1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0.65333,4.61,15,0.29333,2.1033,6.8,0.08,0.36333,1.13,0.08,0.38333,1.1733,0.41667,3.85,12.32,0.46333,79.703,260.96,0.46333,39.553,128.64
1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.60333,4.3267,14.3,0.26,1.9633,6.4433,0.25667,1.8533,6.1133,0.26,1.9433,6.4167,0.40667,3.5233,11.513,0.41333,74.193,245.66,0.42,36.75,105.92
1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0.84333,5.0933,15.663,0.38,2.33,7.1267,0.083333,0.42,1.27,0.086667,0.44333,1.3,0.61,3.86,12.367,0.57667,83.02,214.28,0.57,41.11,121.26
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0.8,5.2167,16.937,0.37333,2.41,7.7133,0.38667,2.36,7.6667,0.38333,2.41,7.7233,0.60667,4.25,13.767,0.60333,89.87,292.25,0.59333,44.357,144.68
1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0.75667,5.3067,16.14,0.33,2.41,7.4267,0.083333,0.43667,1.29,0.083333,0.46667,1.3667,0.44667,4.0467,12.963,0.5,86.79,274.57,0.5,42.98,136
1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.86,5.55,18.053,0.41,2.5267,8.1633,0.096667,0.45333,1.43,0.083333,0.45,1.41,0.64333,4.56,14.597,0.63667,66.72,260.14,0.62667,47.183,130.65
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0.68333,4.7,15.173,0.31,2.1233,6.8567,0.076667,0.38,1.1567,0.08,0.38667,1.19,0.48,3.7533,12.497,0.48667,53.833,263.8,0.47333,39.967,129.21
0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0.85,5.5533,18.123,0.38,2.54,8.16,0.093333,0.45,1.4367,0.083333,0.45,1.3967,0.58333,4.62,14.803,0.63667,63.78,311.46,0.63,47.387,153.49
1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0.90667,5.3867,16.617,0.40333,2.4633,7.5733,0.093333,0.45333,1.3733,0.09,0.47,1.3933,0.64667,4.1433,13.4,0.63,76.403,260.26,0.62,43.81,136.79
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0.70667,5.0233,15.33,0.30667,2.3033,7.0967,0.076667,0.42,1.2333,0.08,0.45333,1.31,0.45667,3.8533,12.297,0.48667,81.763,232.9,0.45,34.957,106.4
0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0.92333,5.64,17.387,0.43667,2.61,7.9267,0.096667,0.47,1.4133,0.096667,0.49333,1.46,0.58,4.3767,13.937,0.65333,92.307,295.42,0.62667,36.287,146.07
0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0.76,5.7,17.327,0.32667,2.5967,7.9333,0.30667,2.43,7.2733,0.32,2.5767,7.8733,0.48,4.3667,13.813,0.49333,92.807,291.61,0.47333,36.517,144.14
0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0.81,5.7767,17.57,0.34667,2.64,8.0767,0.34,2.4767,7.53,0.36,2.6533,8.0833,0.52667,4.4567,14.053,0.53,93.83,247.11,0.52,45.133,135.13
1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0.72333,5.35,17.02,0.33,2.4267,7.71,0.086667,0.42,1.31,0.086667,0.43667,1.3233,0.46,4.2533,13.9,0.51667,91.57,295.31,0.51333,45.33,132.38
0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.61667,4.4,14.477,0.29333,1.9967,6.56,0.28333,1.8933,6.3667,0.29667,2.0233,6.59,0.44667,3.5767,11.887,0.49333,75.443,250.41,0.44667,37.24,123.81
0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.93,5.7667,17.75,0.43,2.6267,8.1067,0.093333,0.48,1.4567,0.09,0.49333,1.4567,0.63667,4.38,14.163,0.67667,94.087,250.14,0.62333,46.377,148.56
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.77667,4.7433,15.82,0.35,2.1633,7.09,0.076667,0.36,1.1833,0.07,0.38,1.2067,0.50667,3.86,12.757,0.56667,81.877,272.85,0.55333,40.497,117.12
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.97,6.01,18.337,0.43,2.7533,8.26,0.093333,0.49,1.46,0.093333,0.51,1.5,0.67667,4.64,14.54,0.69667,79.487,313.16,0.67,48.683,145.13
0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0.87,5.45,17.623,0.43,2.48,7.9867,0.42333,2.47,8.0167,0.42667,2.5133,8.0033,0.61667,4.4867,14.453,0.65667,62.917,272.43,0.65333,46.733,151.4
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0.83667,5.9667,18.087,0.36,2.71,8.2633,0.08,0.49,1.43,0.086667,0.51,1.4967,0.54667,4.6667,14.46,0.54,97.58,243.38,0.54,48.197,147.76
0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0.77,4.7267,15.537,0.36,2.1567,6.9567,0.31333,2.0233,6.6533,0.34333,2.1333,6.93,0.57667,3.8433,12.573,0.56,81.733,268.48,0.56,40.51,110.2
1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0.81333,4.99,16.317,0.38333,2.2833,7.38,0.1,0.4,1.2633,0.083333,0.41333,1.2833,0.55,4.06,13.49,0.59,85.973,280.47,0.59333,35.03,138.46
1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0.75667,5.3033,16.083,0.33667,2.4233,7.4433,0.08,0.43333,1.2867,0.086667,0.47,1.38,0.5,4.0633,12.927,0.50667,86.54,228.55,0.50333,34.153,135.92
0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0.78667,5.6033,17.183,0.34333,2.5667,7.8733,0.08,0.46333,1.3633,0.086667,0.49,1.4433,0.51333,4.2567,13.78,0.51,91.697,287.2,0.51,36.173,135.61
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
