spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,solving_time_feature1_2_7_10286,solving_time_feature8_2_7_10286,solving_time_feature9_1_2_10286,solving_time_feature10_1_2_8287,solving_time_feature11_2_7_4435,solving_time_feature12_2_7_4435,solving_time_amazon_micro_2_7_10286,solving_time_azure_2_7_10286,solving_time_amazon_nano_2_7_10286,solving_time_feature20_2_7_10286
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.03,0.01,0.07,0.12,0.49,0.185,0.01,0.01,0.005,0.075
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.535,0.245,5,5,0.315,5.01,0.225,0.23,0.24,5
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.09,0.04,0.02,0.975,0.04,0.24,0.04,0.04,0.04,0.05
1,1,1,0,0,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,0.225,5.01,5.01,5.01,5,5.005
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.03,0.01,0.07,0.13,0.02,0.075,0.005,0.005,0.005,0.07
1,0,0,1,0,0,1,1,0,0,0,0,0,0,5.035,5.02,5,5,5.02,5.02,5.02,5.02,5,5
0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.03,0.01,0.015,0.985,0.075,0.035,0.01,0.01,0.015,0.045
1,1,0,1,0,0,1,1,0,0,0,0,0,0,5.025,5.04,5,5,5.02,5.02,5.04,5.04,5,5
0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.035,0.01,0.07,0.125,0.07,0.05,0.015,0.02,0.02,0.075
1,0,1,1,0,0,1,1,0,0,0,0,0,0,5.03,5.02,5,5,5.015,5.03,5.02,5.02,4.28,5
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.02,0.01,0.015,0.965,0.075,0.01,0.01,0.01,0.01,0.045
1,1,1,1,0,0,1,1,0,0,0,0,0,0,5.025,5.02,5,5,5.02,5.03,5.02,5.02,2.83,5.01
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.105,0.05,0.04,0.08,0.035,0.04,0.05,0.05,0.045,0.06
1,0,0,0,1,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5,0.055
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.125,0.055,0.04,0.5,0.155,0.045,0.055,0.055,0.05,0.06
1,1,0,0,1,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,4.99,5
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0.04,0.015,0.04,0.08,0.175,0.01,0.015,0.01,0.02,0.045
1,0,1,0,1,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,2.585,0.055
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.11,0.05,0.03,0.5,0.02,0.08,0.05,0.045,0.05,0.06
1,1,1,0,1,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.015,5.02,5.01,5.015,5,5
0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.02,0,0.04,0.08,0.055,0.115,0,0,0,0.045
1,0,0,1,1,0,1,1,0,0,0,0,0,0,5.01,4.835,5,5,3.915,5.015,4.475,4.47,5,0.045
0,1,0,1,1,0,1,1,0,0,0,0,0,0,0.025,0.005,0.03,0.505,0.39,0.07,0.005,0.01,0.01,0.06
1,1,0,1,1,0,1,1,0,0,0,0,0,0,3.525,1.495,5,5,5.015,5.02,1.425,1.445,1.085,5
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0.02,0,0.04,0.085,0.06,0.06,0,0,0,0.045
1,0,1,1,1,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.01,5.02,5.01,5.01,5,0.05
0,1,1,1,1,0,1,1,0,0,0,0,0,0,0.065,0.03,0.04,0.5,0.05,0.085,0.02,0.025,0.025,0.06
1,1,1,1,1,0,1,1,0,0,0,0,0,0,5.01,5.01,5,5,2.895,5.02,5.01,5.01,0.75,5
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.04,0.02,0.02,0.14,0.085,0.08,0.02,0.01,0.015,0
1,0,0,0,0,1,1,1,0,0,0,0,0,0,5.01,5,5,5,5.01,5.01,5.01,5.01,5,0.08
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0.08,0.035,0.08,0.255,0.21,0.325,0.04,0.035,0.04,0
1,1,0,0,0,1,1,1,0,0,0,0,0,0,5.005,5.01,5,5,5.01,5.01,5.01,5.005,5,0.265
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.04,0.015,0.02,0.14,0.095,0.22,0.015,0.015,0.015,0
1,0,1,0,0,1,1,1,0,0,0,0,0,0,5.01,5.005,5,5,5.01,5.01,5.01,5.01,5,0.08
0,1,1,0,0,1,1,1,0,0,0,0,0,0,0.09,0.04,0.07,0.255,0.135,0.075,0.04,0.04,0.04,0
1,1,1,0,0,1,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.005,5.01,5.01,5.01,5,0.265
0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.035,0.02,0.02,0.14,0.06,0.06,0.015,0.01,0.015,0
1,0,0,1,0,1,1,1,0,0,0,0,0,0,5.005,5.01,5,5,5.01,5.01,5.01,5.01,5,0.075
0,1,0,1,0,1,1,1,0,0,0,0,0,0,0.065,0.03,0.07,0.255,0.08,0.155,0.025,0.02,0.03,0
1,1,0,1,0,1,1,1,0,0,0,0,0,0,5.01,5,5,5,5.005,5.01,5.01,5.01,5,0.27
0,0,1,1,0,1,1,1,0,0,0,0,0,0,0.035,0.02,0.02,0.145,0.12,0.11,0.015,0.01,0.02,0
1,0,1,1,0,1,1,1,0,0,0,0,0,0,5,5.01,5,5,5,5.01,5.005,5.005,5,0.08
0,1,1,1,0,1,1,1,0,0,0,0,0,0,0.07,0.03,0.07,0.25,0.095,0.115,0.03,0.03,0.03,0
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.905,0.405,5,5,5.01,5.01,0.39,0.385,0.415,0.26
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.04,0.02,0.02,0.14,0.25,0.1,0.01,0.01,0.03,0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.005,5.01,5,5,5.01,5.01,5.01,5,5,5.01
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.1,0.04,0.07,0.26,0.17,0.115,0.04,0.04,0.04,0
1,1,0,0,1,1,1,1,0,0,0,0,0,0,5,5.01,5,5,5.01,5.01,5.005,5.01,5,5
0,0,1,0,1,1,1,1,0,0,0,0,0,0,0.04,0.02,0.02,0.14,0.3,0.08,0.015,0.01,0.015,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,5,5.01,5,5,5.01,5.01,5.005,5.005,3.575,5.01
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0.075,0.03,0.065,0.26,0.155,0.145,0.03,0.03,0.04,0
1,1,1,0,1,1,1,1,0,0,0,0,0,0,5.005,5.01,5,5,5.01,5.01,5.005,5.005,5.01,5
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.04,0.02,0.02,0.14,0.215,0.055,0.02,0.01,0.05,0
1,0,0,1,1,1,1,1,0,0,0,0,0,0,5.015,5.01,5,5,5.01,5.01,5.01,5.01,5,5.01
0,1,0,1,1,1,1,1,0,0,0,0,0,0,0.09,0.04,0.07,0.255,0.085,0.14,0.035,0.04,0.04,0
1,1,0,1,1,1,1,1,0,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5,5.005,5,5.005
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.04,0.02,0.02,0.14,0.045,0.08,0.01,0.01,0.015,0
1,0,1,1,1,1,1,1,0,0,0,0,0,0,5.01,5.015,5,5,5.01,5.01,5.01,5.01,5,5.01
0,1,1,1,1,1,1,1,0,0,0,0,0,0,0.07,0.025,0.07,0.255,0.1,0.1,0.025,0.025,0.03,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0,5.005,5.01,5,5,5.01,5.01,5.005,5.005,5,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0.065,0.125,0.11,0.04,0,0,0,0.1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5.01,5,5,5,5,5,5,5,5.02
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0.025,0.02,0.98,0.01,0.035,0.03,0.025,0.035,0.065
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5.01,5,5,5.01,5.01,5.01,5.01,5,5.02
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0.07,0.125,0.01,0.085,0,0,0,0.095
1,0,1,0,0,0,0,0,1,0,0,0,0,0,5.01,5.02,5,5,5.01,5.01,5.02,5.02,5,5.02
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.015,0,0.02,0.97,0.045,0.18,0,0,0,0.065
1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,2.115,5,5,5.01,5.01,1.985,2.005,5,5.02
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.02,0.01,0.065,0.12,0.07,0.215,0.005,0.005,0.005,0.085
1,0,0,1,0,0,0,0,1,0,0,0,0,0,5.03,5.02,5,5,5.02,5.03,5.02,5.02,5,5.02
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.02,0.01,0.02,0.99,0.03,0.04,0.01,0.005,0.01,0.065
1,1,0,1,0,0,0,0,1,0,0,0,0,0,5.02,5.02,5,5,5.02,5.03,5.02,5.02,5,5.02
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.02,0.01,0.065,0.12,0.065,0.21,0.01,0.01,0.005,0.095
1,0,1,1,0,0,0,0,1,0,0,0,0,0,5.03,5.02,5,5,5.02,5.03,5.02,5.02,5,5.015
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.03,0.01,0.02,0.98,0.02,0.04,0.005,0.01,0.01,0.065
1,1,1,1,0,0,0,0,1,0,0,0,0,0,5.02,5.02,5,5,5.02,5.03,5.02,5.02,5,5.015
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.16,0.065,0.045,0.085,0.305,0.065,0.065,0.07,0.065,0.1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5,5.02
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.05,0.02,0.03,0.495,0.355,0.215,0.02,0.02,0.02,0.13
1,1,0,0,1,0,0,0,1,0,0,0,0,0,5.015,5.015,5,5,5.02,5.02,5.01,5.01,4.945,5.02
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.15,0.065,0.04,0.09,0.3,0.07,0.07,0.065,0.085,0.105
1,0,1,0,1,0,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.015,5,5.02
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.05,0.02,0.035,0.505,0.34,0.22,0.02,0.02,0.02,0.13
1,1,1,0,1,0,0,0,1,0,0,0,0,0,5.015,5.01,5,5,5.02,5.02,5.015,5.015,4.98,5.02
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.15,0.07,0.04,0.075,0.305,0.065,0.07,0.065,0.065,0.1
1,0,0,1,1,0,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5,5.02
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.05,0.02,0.03,0.53,0.34,0.225,0.02,0.02,0.02,0.125
1,1,0,1,1,0,0,0,1,0,0,0,0,0,5.02,5.01,5,5,5.02,5.02,5.015,5.015,4.905,5.02
0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.15,0.065,0.04,0.085,0.29,0.07,0.065,0.065,0.07,0.11
1,0,1,1,1,0,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.015,5,5.02
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.05,0.02,0.035,0.5,0.345,0.225,0.02,0.02,0.02,0.13
1,1,1,1,1,0,0,0,1,0,0,0,0,0,5.015,5.015,5,5,5.02,5.02,5.01,5.015,4.97,5.02
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.04,0.015,0.02,0.145,0.2,0.1,0.015,0.02,0.015,0.04
1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,4,5,5,5,5,5.02
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.07,0.025,0.07,0.255,0.14,0.04,0.025,0.025,0.025,0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5.015
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.035,0.02,0.02,0.14,0.315,0.13,0.03,0.01,0.02,0.04
1,0,1,0,0,1,0,0,1,0,0,0,0,0,5,5.005,5,5,4.015,5,5,5,5,5.02
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.07,0.025,0.065,0.26,0.14,0.04,0.055,0.02,0.025,0
1,1,1,0,0,1,0,0,1,0,0,0,0,0,5,5.005,5,5,5.005,5,5.005,5,5,5.02
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.04,0.02,0.02,0.14,0.205,0.105,0.025,0.02,0.02,0.04
1,0,0,1,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5.005,5,5.005,5,5,5.02
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.075,0.04,0.07,0.26,0.07,0.04,0.06,0.03,0.035,0.005
1,1,0,1,0,1,0,0,1,0,0,0,0,0,5.01,5,5,5,5,5.005,5.01,5.005,5,5.02
0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.04,0.015,0.02,0.14,0.2,0.1,0.035,0.01,0.015,0.035
1,0,1,1,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5.005,5.005,5.01,5,5,5.02
0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.075,0.035,0.07,0.255,0.065,0.04,0.06,0.03,0.025,0.005
1,1,1,1,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5.005,5,5,5.005,5,5.015
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.04,0.02,0.02,0.14,0.16,0.23,0.035,0.015,0.01,0.1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,5,5.01,5,5,5.005,5,5.005,5,5,5.015
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.105,0.04,0.07,0.26,0.055,0.04,0.085,0.04,0.04,0.005
1,1,0,0,1,1,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5.005,5,5,5,5,5.015
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.035,0.015,0.02,0.14,0.16,0.23,0.035,0.015,0.015,0.1
1,0,1,0,1,1,0,0,1,0,0,0,0,0,5.005,5.01,5,5,5.01,5,5.005,5,5,5.015
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.1,0.045,0.07,0.255,0.06,0.04,0.085,0.04,0.045,0
1,1,1,0,1,1,0,0,1,0,0,0,0,0,5.005,5.01,5,5,5.005,5,5.01,5,5,5.015
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.04,0.01,0.02,0.14,0.15,0.235,0.03,0.015,0.02,0.095
1,0,0,1,1,1,0,0,1,0,0,0,0,0,5.005,5.01,5,5,5.01,5,5.005,5,5,5.02
0,1,0,1,1,1,0,0,1,0,0,0,0,0,0.095,0.045,0.07,0.26,0.06,0.04,0.085,0.04,0.045,0.01
1,1,0,1,1,1,0,0,1,0,0,0,0,0,5.005,5.01,5,5,5.005,5,5,5,5,5.015
0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.035,0.01,0.02,0.14,0.155,0.24,0.03,0.02,0.015,0.09
1,0,1,1,1,1,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5.005,5,5,5,5,5.02
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.11,0.045,0.07,0.25,0.06,0.04,0.09,0.045,0.04,0
1,1,1,1,1,1,0,0,1,0,0,0,0,0,5.01,5.01,5,5,5,5.005,5.005,5,5,5.01
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.04,0.02,0.07,0.12,0.615,0.11,0.03,0.01,0.015,0.09
1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,5,5,5,5.005,5.005,5.005,5,5.02
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.06,0.025,0.015,0.98,0.55,0.08,0.05,0.02,0.02,0.065
1,1,0,0,0,0,1,0,1,0,0,0,0,0,5.01,4.195,5,5,5.015,1.35,5.01,3.785,1.745,5.015
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.03,0.01,0.065,0.13,0.49,0.18,0.025,0.005,0.01,0.095
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.535,0.245,5,5,0.32,5.015,0.44,0.225,0.215,5.02
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.09,0.04,0.01,0.97,0.04,0.245,0.07,0.04,0.04,0.065
1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.01,5.01,5,5,0.235,5.01,5.01,5.01,5,5.015
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.03,0.01,0.065,0.12,0.02,0.08,0.025,0.005,0.01,0.09
1,0,0,1,0,0,1,0,1,0,0,0,0,0,5.035,5.02,5,5,5.02,5.025,5.055,5.02,2.26,5.02
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.03,0.01,0.02,0.98,0.07,0.035,0.02,0.01,0.01,0.065
1,1,0,1,0,0,1,0,1,0,0,0,0,0,5.02,5.04,5,5,5.02,5.025,5.02,5.04,3.47,5.02
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.04,0.015,0.065,0.12,0.065,0.05,0.03,0.015,0.02,0.09
1,0,1,1,0,0,1,0,1,0,0,0,0,0,5.025,5.02,5,5,5.01,5.03,5.035,5.02,5,5.02
0,1,1,1,0,0,1,0,1,0,0,0,0,0,0.02,0.01,0.015,0.98,0.075,0.01,0.015,0,0.01,0.06
1,1,1,1,0,0,1,0,1,0,0,0,0,0,5.03,5.02,5,5,5.02,5.03,5.015,5.02,3.16,5.015
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.11,0.05,0.04,0.08,0.035,0.04,0.09,0.04,0.045,0.105
1,0,0,0,1,0,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.005,5.01,5,5.015
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.13,0.055,0.03,0.49,0.145,0.055,0.11,0.055,0.05,0.135
1,1,0,0,1,0,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.015,5,5.02
0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.04,0.01,0.04,0.075,0.185,0.01,0.04,0.015,0.02,0.105
1,0,1,0,1,0,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.005,5.01,2.645,5.02
0,1,1,0,1,0,1,0,1,0,0,0,0,0,0.115,0.045,0.035,0.495,0.02,0.08,0.085,0.05,0.08,0.14
1,1,1,0,1,0,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.005,5.015,5,5.02
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0.015,0,0.04,0.08,0.06,0.115,0.02,0,0,0.11
1,0,0,1,1,0,1,0,1,0,0,0,0,0,5.01,4.9,5,5,3.67,5.02,5,4.525,5,5.015
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.03,0.01,0.03,0.495,0.32,0.06,0.02,0,0.01,0.125
1,1,0,1,1,0,1,0,1,0,0,0,0,0,3.565,1.525,5,5,5.02,5.02,2.67,1.465,1.035,5.01
0,0,1,1,1,0,1,0,1,0,0,0,0,0,0.015,0,0.04,0.08,0.05,0.06,0.01,0.01,0,0.105
1,0,1,1,1,0,1,0,1,0,0,0,0,0,5.015,5.01,5,5,5.01,5.02,5.01,5.01,5,5.015
0,1,1,1,1,0,1,0,1,0,0,0,0,0,0.065,0.025,0.04,0.495,0.045,0.09,0.1,0.03,0.03,0.13
1,1,1,1,1,0,1,0,1,0,0,0,0,0,5.015,5.01,5,5,2.895,5.02,5.005,5.01,0.73,5.02
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.04,0.02,0.02,0.14,0.09,0.08,0.05,0.01,0.015,0.035
1,0,0,0,0,1,1,0,1,0,0,0,0,0,5.01,5,5,5,5.01,5.01,5.01,5.01,5,5.02
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.075,0.035,0.07,0.26,0.21,0.335,0.115,0.03,0.035,0
1,1,0,0,0,1,1,0,1,0,0,0,0,0,5.005,5.01,5,5,5.01,5.01,5.015,5.005,5,5.015
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.04,0.02,0.02,0.145,0.1,0.215,0.06,0.01,0.015,0.04
1,0,1,0,0,1,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5.01,5.01,5,5.02
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.09,0.04,0.07,0.255,0.135,0.08,0.125,0.035,0.04,0.01
1,1,1,0,0,1,1,0,1,0,0,0,0,0,5.01,5.005,5,5,5.01,5.01,5.005,5.01,5,5.015
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.035,0.02,0.02,0.14,0.06,0.06,0.06,0.01,0.01,0.04
1,0,0,1,0,1,1,0,1,0,0,0,0,0,5.01,5.005,5,5,5.01,5.005,5.01,5.01,4.345,5.02
0,1,0,1,0,1,1,0,1,0,0,0,0,0,0.06,0.03,0.07,0.25,0.08,0.155,0.095,0.02,0.025,0.01
1,1,0,1,0,1,1,0,1,0,0,0,0,0,5.01,5,5,5,5.015,5.01,5.005,5.01,3.68,5.02
0,0,1,1,0,1,1,0,1,0,0,0,0,0,0.04,0.02,0.02,0.14,0.12,0.1,0.055,0.02,0.015,0.04
1,0,1,1,0,1,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5,5.01,5.015,5.005,5,5.02
0,1,1,1,0,1,1,0,1,0,0,0,0,0,0.07,0.03,0.065,0.26,0.09,0.115,0.095,0.025,0.03,0.005
1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.905,0.39,5,5,5.005,5.01,1.21,0.37,4.315,5.02
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0.04,0.015,0.02,0.14,0.25,0.11,0.055,0.02,0.015,0.095
1,0,0,0,1,1,1,0,1,0,0,0,0,0,5,5.01,5,5,5.01,5.01,5.01,5.005,5.005,5.015
0,1,0,0,1,1,1,0,1,0,0,0,0,0,0.1,0.04,0.07,0.26,0.17,0.115,0.14,0.04,0.105,0.01
1,1,0,0,1,1,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5.01,5.005,5,5.02
0,0,1,0,1,1,1,0,1,0,0,0,0,0,0.04,0.02,0.025,0.14,0.285,0.08,0.06,0.01,0.035,0.1
1,0,1,0,1,1,1,0,1,0,0,0,0,0,5,5.01,5,5,5.01,5.01,5.005,5.005,5.005,5.02
0,1,1,0,1,1,1,0,1,0,0,0,0,0,0.075,0.035,0.07,0.26,0.14,0.145,0.11,0.03,0.08,0.01
1,1,1,0,1,1,1,0,1,0,0,0,0,0,5,5.01,5,5,5.01,5.01,5.025,5,2.755,5.02
0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.035,0.02,0.02,0.14,0.225,0.055,0.06,0.01,0.04,0.1
1,0,0,1,1,1,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5.015,5.01,5,5.02
0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.08,0.04,0.07,0.255,0.08,0.14,0.105,0.03,0.09,0.005
1,1,0,1,1,1,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5.005,5.005,5,5.02
0,0,1,1,1,1,1,0,1,0,0,0,0,0,0.035,0.015,0.02,0.14,0.05,0.08,0.045,0.01,0.045,0.1
1,0,1,1,1,1,1,0,1,0,0,0,0,0,5.005,5.005,5,5,5.01,5.005,5.01,5.01,5.005,5.015
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0.065,0.03,0.07,0.255,0.105,0.095,0.105,0.035,0.075,0.005
1,1,1,1,1,1,1,0,1,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5.005,5,5.005,5.02
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.01,0,0.07,0.12,0.11,0.04,0.02,0,0.015,0.09
1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,5.01,5,5,5,5.005,5.015,5,5,5.02
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.06,0.025,0.02,0.975,0,0.035,0.08,0.025,0.1,0.065
1,1,0,0,0,0,0,1,1,0,0,0,0,0,5.01,5.01,5,5,5.01,5.01,5.015,5.01,5.005,5.02
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.01,0,0.07,0.125,0.01,0.1,0.005,0,0.005,0.09
1,0,1,0,0,0,0,1,1,0,0,0,0,0,5.005,5.02,5,5,5.01,5.01,5.01,5.02,5.005,5.02
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.015,0,0.01,0.98,0.05,0.18,0.02,0,0.015,0.07
1,1,1,0,0,0,0,1,1,0,0,0,0,0,4.995,2.09,5,5,5.01,5.01,5.01,1.945,5.005,5.015
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.02,0.01,0.065,0.12,0.065,0.21,0.035,0.005,0.025,0.09
1,0,0,1,0,0,0,1,1,0,0,0,0,0,5.025,5.02,5,5,5.02,5.03,5.025,5.02,5.005,5.02
0,1,0,1,0,0,0,1,1,0,0,0,0,0,0.025,0.01,0.02,0.97,0.03,0.04,0.04,0.01,0.035,0.065
1,1,0,1,0,0,0,1,1,0,0,0,0,0,5.03,5.02,5,5,5.02,5.03,5.025,5.02,5,5.02
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.02,0.005,0.065,0.125,0.07,0.21,0.03,0.005,0.03,0.09
1,0,1,1,0,0,0,1,1,0,0,0,0,0,5.03,5.02,5,5,5.02,5.03,5.03,5.02,5.005,5.02
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0.02,0.01,0.02,0.975,0.03,0.035,0.045,0.01,0.025,0.07
1,1,1,1,0,0,0,1,1,0,0,0,0,0,5.02,5.02,5,5,5.02,5.03,5.02,5.02,5,5.02
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.15,0.07,0.04,0.08,0.3,0.07,0.215,0.07,0.17,0.105
1,0,0,0,1,0,0,1,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5.005,5.02
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.05,0.02,0.04,0.49,0.345,0.225,0.075,0.02,0.06,0.13
1,1,0,0,1,0,0,1,1,0,0,0,0,0,5.02,5.01,5,5,5.02,5.02,5.01,5.01,5.005,5.02
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.15,0.07,0.04,0.08,0.3,0.07,0.235,0.065,0.18,0.095
1,0,1,0,1,0,0,1,1,0,0,0,0,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5.005,5.02
0,1,1,0,1,0,0,1,1,0,0,0,0,0,0.05,0.02,0.03,0.5,0.35,0.22,0.27,0.02,0.06,0.12
1,1,1,0,1,0,0,1,1,0,0,0,0,0,5.015,5.01,5,5,5.02,5.02,5.025,5.01,5.01,5.02
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.155,0.07,0.04,0.085,0.305,0.07,0.755,0.06,0.185,0.1
