min_child_weight,nthread,n_estimators,max_depth,learning_rate,max_delta_step,subsample,colsample_bytree,lambda,alpha,scale_pos_weight,train_time,test_time,accuracy
0,0,0,0,1,1,1,0,1,1,1,83.09317565,3.031672716,65.33847919
0,0,0,0,1,1,1,1,0,0,0,128.5362976,2.415233612,63.1897361
0,0,0,0,1,1,1,1,0,0,1,128.5958021,2.416438103,63.1897361
0,0,0,0,1,1,1,1,0,1,0,129.1361754,2.434763908,63.1897361
0,0,0,0,1,1,1,1,0,1,1,128.8473549,2.395396709,63.1897361
0,0,0,0,1,1,1,1,1,0,0,128.7022073,2.377083778,63.1897361
0,0,0,0,1,1,1,1,1,0,1,92.61269212,1.026458263,63.1897361
0,0,0,0,1,1,1,1,1,1,0,124.6437747,2.440072536,63.1897361
0,0,0,0,1,1,1,1,1,1,1,129.3396389,2.45714283,63.1897361
0,0,0,1,0,0,0,0,0,0,0,391.8646843,11.54592991,80.43705017
0,0,0,1,0,0,0,0,0,0,1,390.648155,11.68524647,80.43705017
0,0,0,1,0,0,0,0,0,1,0,372.9569809,11.07434297,80.42140398
0,0,0,1,0,0,0,0,0,1,1,371.3406568,10.7663312,80.42140398
0,0,0,1,0,0,0,0,1,0,0,372.2858586,11.00629234,80.29623448
0,0,0,1,0,0,0,0,1,0,1,371.5222261,10.8498683,80.29623448
0,0,0,1,0,0,0,0,1,1,0,372.0541313,11.07457113,80.37446542
0,0,0,1,0,0,0,0,1,1,1,329.1082675,10.65563488,80.37446542
0,0,0,1,0,0,0,1,0,0,0,698.1503153,10.99179792,81.80869928
0,0,0,1,0,0,0,1,0,0,1,698.1437631,11.26117325,81.80869928
0,0,0,1,0,0,0,1,0,1,0,670.3544996,10.37168217,81.95994576
0,0,0,1,0,0,0,1,0,1,1,626.9561281,10.49333167,81.95994576
0,0,0,1,0,0,0,1,1,0,0,665.7452319,10.39270473,81.79305309
0,0,0,1,0,0,0,1,1,0,1,666.4797833,10.45849538,81.79305309
0,0,0,1,0,0,0,1,1,1,0,664.8141184,10.27436256,82.02253051
0,0,0,1,0,0,0,1,1,1,1,670.7250538,10.43319058,82.02253051
0,0,0,1,0,0,1,0,0,0,0,252.2434552,10.82101583,79.76426411
0,0,0,1,0,0,1,0,0,0,1,294.0574172,10.78619933,79.76426411
0,0,0,1,0,0,1,0,0,1,0,295.9874964,10.30952334,79.88421821
0,0,0,1,0,0,1,0,0,1,1,295.841501,10.19045472,79.88421821
0,0,0,1,0,0,1,0,1,0,0,294.0038285,10.37605143,79.7799103
0,0,0,1,0,0,1,0,1,0,1,293.7362761,10.47078705,79.7799103
0,0,0,1,0,0,1,0,1,1,0,295.43273,10.25047183,79.93115677
0,0,0,1,0,0,1,0,1,1,1,297.637532,10.15337014,79.93115677
0,0,0,1,0,0,1,1,0,0,0,518.6220186,10.1732986,80.45791176
0,0,0,1,0,0,1,1,0,0,1,476.5164399,9.865693569,80.45791176
0,0,0,1,0,0,1,1,0,1,0,521.4213965,9.453466892,80.83863565
0,0,0,1,0,0,1,1,0,1,1,521.1499374,9.157200098,80.83863565
0,0,0,1,0,0,1,1,1,0,0,515.018266,9.226019621,80.28580369
0,0,0,1,0,0,1,1,1,0,1,516.2915244,9.045324326,80.28580369
0,0,0,1,0,0,1,1,1,1,0,522.480866,9.174917936,80.73954313
0,0,0,1,0,0,1,1,1,1,1,480.1410971,9.097605944,80.73954313
0,0,0,1,0,1,0,0,0,0,0,390.7344649,11.60127902,80.43705017
0,0,0,1,0,1,0,0,0,0,1,391.4289286,11.19157362,80.43705017
0,0,0,1,0,1,0,0,0,1,0,372.6211233,10.75845146,80.42140398
0,0,0,1,0,1,0,0,0,1,1,372.5401363,10.68375015,80.42140398
0,0,0,1,0,1,0,0,1,0,0,372.1104093,10.86910439,80.29623448
0,0,0,1,0,1,0,0,1,0,1,371.5738823,10.59908128,80.29623448
0,0,0,1,0,1,0,0,1,1,0,371.4079165,10.61369133,80.37446542
0,0,0,1,0,1,0,0,1,1,1,329.1611879,10.61556935,80.37446542
0,0,0,1,0,1,0,1,0,0,0,701.3231993,11.04877782,81.80869928
0,0,0,1,0,1,0,1,0,0,1,698.0121517,11.63991261,81.80869928
0,0,0,1,0,1,0,1,0,1,0,669.1609981,10.21038795,81.95994576
0,0,0,1,0,1,0,1,0,1,1,669.1997519,10.29456449,81.95994576
0,0,0,1,0,1,0,1,1,0,0,630.210269,10.43716049,81.79305309
0,0,0,1,0,1,0,1,1,0,1,668.5245824,10.41578841,81.79305309
0,0,0,1,0,1,0,1,1,1,0,667.8940425,10.41109848,82.02253051
0,0,0,1,0,1,0,1,1,1,1,668.8258631,10.10888648,82.02253051
0,0,0,1,0,1,1,0,0,0,0,297.847224,10.74529648,79.76426411
0,0,0,1,0,1,1,0,0,0,1,299.0243936,11.03301597,79.76426411
0,0,0,1,0,1,1,0,0,1,0,258.7484231,10.34584069,79.88421821
0,0,0,1,0,1,1,0,0,1,1,301.1256306,10.17553377,79.88421821
0,0,0,1,0,1,1,0,1,0,0,296.7413471,10.47333813,79.7799103
0,0,0,1,0,1,1,0,1,0,1,297.3681586,10.55840445,79.7799103
0,0,0,1,0,1,1,0,1,1,0,298.8833585,10.14488912,79.93115677
0,0,0,1,0,1,1,0,1,1,1,300.4942358,10.37975359,79.93115677
0,0,0,1,0,1,1,1,0,0,0,523.138499,9.760930538,80.45791176
0,0,0,1,0,1,1,1,0,0,1,492.4495344,3.163950443,80.45791176
0,0,0,1,0,1,1,1,0,1,0,527.4090769,9.447178602,80.83863565
0,0,0,1,0,1,1,1,0,1,1,529.2025895,9.384634733,80.83863565
0,0,0,1,0,1,1,1,1,0,0,523.6722934,9.046990395,80.28580369
0,0,0,1,0,1,1,1,1,0,1,521.6524136,9.327999115,80.28580369
0,0,0,1,0,1,1,1,1,1,0,529.2397823,9.183488846,80.73954313
0,0,0,1,0,1,1,1,1,1,1,529.4017158,9.177734375,80.73954313
0,0,0,1,1,0,0,0,0,0,0,348.8717699,11.03233194,72.56180244
0,0,0,1,1,0,0,0,0,0,1,391.5277789,10.82920551,72.56180244
0,0,0,1,1,0,0,0,0,1,0,374.3663955,10.35835028,72.38447898
0,0,0,1,1,0,0,0,0,1,1,373.4310732,10.35583544,72.38447898
0,0,0,1,1,0,0,0,1,0,0,380.7919645,10.62872338,72.25930948
0,0,0,1,1,0,0,0,1,0,1,380.1484783,10.64018464,72.25930948
0,0,0,1,1,0,0,0,1,1,0,373.459028,10.23649144,72.02983206
0,0,0,1,1,0,0,0,1,1,1,372.35007,4.427586079,72.02983206
0,0,0,1,1,0,0,1,0,0,0,674.4098752,9.844032049,73.12506519
0,0,0,1,1,0,0,1,0,0,1,713.1365404,9.761801958,73.12506519
0,0,0,1,1,0,0,1,0,1,0,668.6107929,8.089740038,72.95817253
0,0,0,1,1,0,0,1,0,1,1,667.0412626,8.268431902,72.95817253
0,0,0,1,1,0,0,1,1,0,0,642.2920184,8.714116573,72.85908
0,0,0,1,1,0,0,1,1,0,1,683.6333916,8.876440525,72.85908
0,0,0,1,1,0,0,1,1,1,0,666.7886162,8.124413967,72.77563367
0,0,0,1,1,0,0,1,1,1,1,665.69699,8.266303539,72.77563367
0,0,0,1,1,0,1,0,0,0,0,305.5424709,22.91079617,72.69740273
0,0,0,1,1,0,1,0,0,0,1,331.4508209,10.96643353,72.69740273
0,0,0,1,1,0,1,0,0,1,0,246.9529467,10.16406941,72.50443309
0,0,0,1,1,0,1,0,0,1,1,290.4983876,10.01913643,72.50443309
0,0,0,1,1,0,1,0,1,0,0,290.0149746,10.57474113,72.4835715
0,0,0,1,1,0,1,0,1,0,1,289.6899476,10.55060267,72.4835715
0,0,0,1,1,0,1,0,1,1,0,289.6870391,10.02216482,72.34797121
0,0,0,1,1,0,1,0,1,1,1,289.1419554,10.089921,72.34797121
0,0,0,1,1,0,1,1,0,0,0,527.0189316,9.180455685,72.59831021
0,0,0,1,1,0,1,1,0,0,1,526.283601,9.149729729,72.59831021
0,0,0,1,1,0,1,1,0,1,0,473.4697282,7.159805059,72.72347971
0,0,0,1,1,0,1,1,0,1,1,515.1045301,6.904790401,72.72347971
0,0,0,1,1,0,1,1,1,0,0,516.0033827,7.738690376,72.6139564
0,0,0,1,1,0,1,1,1,0,1,515.5501268,7.914619207,72.6139564
0,0,0,1,1,0,1,1,1,1,0,515.2602208,7.22303915,72.59309482
0,0,0,1,1,0,1,1,1,1,1,514.5990248,7.130409241,72.59309482
0,0,0,1,1,1,0,0,0,0,0,354.006789,10.78449464,72.56180244
0,0,0,1,1,1,0,0,0,0,1,394.0278809,10.95425534,72.56180244
0,0,0,1,1,1,0,0,0,1,0,376.3231101,10.62893963,72.38447898
0,0,0,1,1,1,0,0,0,1,1,375.7431881,10.23997474,72.38447898
0,0,0,1,1,1,0,0,1,0,0,381.4962678,10.55943608,72.25930948
0,0,0,1,1,1,0,0,1,0,1,383.0993328,10.84434819,72.25930948
0,0,0,1,1,1,0,0,1,1,0,375.4877377,10.45067692,72.02983206
0,0,0,1,1,1,0,0,1,1,1,375.110059,10.20863104,72.02983206
0,0,0,1,1,1,0,1,0,0,0,671.2126403,9.778740883,73.12506519
0,0,0,1,1,1,0,1,0,0,1,713.8370149,9.569200039,73.12506519
0,0,0,1,1,1,0,1,0,1,0,671.0493612,8.065799236,72.95817253
0,0,0,1,1,1,0,1,0,1,1,672.5369585,8.138756752,72.95817253
0,0,0,1,1,1,0,1,1,0,0,646.898169,9.199932575,72.85908
0,0,0,1,1,1,0,1,1,0,1,688.9988492,8.981795311,72.85908
0,0,0,1,1,1,0,1,1,1,0,672.7803369,8.243918419,72.77563367
0,0,0,1,1,1,0,1,1,1,1,670.327004,8.143265247,72.77563367
0,0,0,1,1,1,1,0,0,0,0,297.7051635,10.98768401,72.69740273
0,0,0,1,1,1,1,0,0,0,1,298.6741011,11.18923688,72.69740273
0,0,0,1,1,1,1,0,0,1,0,294.0390604,10.40806532,72.50443309
0,0,0,1,1,1,1,0,0,1,1,251.8680208,10.02016306,72.50443309
0,0,0,1,1,1,1,0,1,0,0,292.9839585,10.33182883,72.4835715
0,0,0,1,1,1,1,0,1,0,1,294.2844625,10.98344326,72.4835715
0,0,0,1,1,1,1,0,1,1,0,293.2850444,9.948497295,72.34797121
0,0,0,1,1,1,1,0,1,1,1,292.7700548,9.936341286,72.34797121
0,0,0,1,1,1,1,1,0,0,0,534.4777889,9.528890848,72.59831021
0,0,0,1,1,1,1,1,0,0,1,529.781842,8.859648466,72.59831021
0,0,0,1,1,1,1,1,0,1,0,495.9674788,1.750851154,72.72347971
0,0,0,1,1,1,1,1,0,1,1,510.1849368,7.139249563,72.72347971
0,0,0,1,1,1,1,1,1,0,0,521.0105686,7.903642893,72.6139564
0,0,0,1,1,1,1,1,1,0,1,520.0983679,7.895109653,72.6139564
0,0,0,1,1,1,1,1,1,1,0,522.7318277,7.353321552,72.59309482
0,0,0,1,1,1,1,1,1,1,1,524.0593846,7.298051357,72.59309482
0,0,1,0,0,0,0,0,0,0,0,54.26956224,1.33023262,70.37133618
0,0,1,0,0,0,0,0,0,0,1,54.15805221,1.310536623,70.37133618
0,0,1,0,0,0,0,0,0,1,0,54.13896394,1.329192877,70.38176698
0,0,1,0,0,0,0,0,0,1,1,54.24804163,1.329606056,70.38176698
0,0,1,0,0,0,0,0,1,0,0,54.21656084,1.329494476,70.43392093
0,0,1,0,0,0,0,0,1,0,1,54.66320491,1.327306986,70.43392093
0,0,1,0,0,0,0,0,1,1,0,28.58326316,0.3488307,70.37133618
0,0,1,0,0,0,0,0,1,1,1,39.23490381,1.330265999,70.37133618
0,0,1,0,0,0,0,1,0,0,0,84.96399045,1.2881639,70.41305935
0,0,1,0,0,0,0,1,0,0,1,85.24134731,1.311001539,70.41305935
0,0,1,0,0,0,0,1,0,1,0,85.18802261,1.30787015,70.45478252
0,0,1,0,0,0,0,1,0,1,1,85.07575965,1.288605452,70.45478252
0,0,1,0,0,0,0,1,1,0,0,85.34203959,1.290009737,70.49650568
0,0,1,0,0,0,0,1,1,0,1,84.90367603,1.269528151,70.49650568
0,0,1,0,0,0,0,1,1,1,0,85.4859283,1.289163113,70.41827475
0,0,1,0,0,0,0,1,1,1,1,85.22589803,1.288493633,70.41827475
0,0,1,0,0,0,1,0,0,0,0,41.33782649,1.346993208,70.4756441
0,0,1,0,0,0,1,0,0,0,1,41.45231652,1.326625824,70.4756441
0,0,1,0,0,0,1,0,0,1,0,41.50467181,1.329602003,70.59559821
0,0,1,0,0,0,1,0,0,1,1,41.48050809,1.310556412,70.59559821
0,0,1,0,0,0,1,0,1,0,0,41.28317618,1.348917007,70.52779806
0,0,1,0,0,0,1,0,1,0,1,41.96182919,1.345749855,70.52779806
0,0,1,0,0,0,1,0,1,1,0,41.60540438,1.335938454,70.49650568
0,0,1,0,0,0,1,0,1,1,1,41.77848601,1.328545332,70.49650568
0,0,1,0,0,0,1,1,0,0,0,64.01326299,1.328157187,70.34004381
0,0,1,0,0,0,1,1,0,0,1,64.60183072,1.309773207,70.34004381
0,0,1,0,0,0,1,1,0,1,0,63.87431931,1.331004381,70.32961302
0,0,1,0,0,0,1,1,0,1,1,64.0065825,1.31017375,70.32961302
0,0,1,0,0,0,1,1,1,0,0,64.00966144,1.328502893,70.34004381
0,0,1,0,0,0,1,1,1,0,1,63.81359291,1.351199627,70.34004381
0,0,1,0,0,0,1,1,1,1,0,64.43744969,1.31035614,70.32961302
0,0,1,0,0,0,1,1,1,1,1,65.64000416,1.328117847,70.32961302
0,0,1,0,0,1,0,0,0,0,0,54.29368663,1.310520887,70.37133618
0,0,1,0,0,1,0,0,0,0,1,54.32886124,1.327391148,70.37133618
0,0,1,0,0,1,0,0,0,1,0,54.3698597,1.330504417,70.38176698
0,0,1,0,0,1,0,0,0,1,1,54.48426843,1.332417727,70.38176698
0,0,1,0,0,1,0,0,1,0,0,54.41778708,1.351398706,70.43392093
0,0,1,0,0,1,0,0,1,0,1,54.46958137,1.352884293,70.43392093
0,0,1,0,0,1,0,0,1,1,0,54.58214021,1.329093456,70.37133618
0,0,1,0,0,1,0,0,1,1,1,54.47520423,1.328302383,70.37133618
0,0,1,0,0,1,0,1,0,0,0,85.48400092,1.271197081,70.41305935
0,0,1,0,0,1,0,1,0,0,1,85.5952208,1.289516687,70.41305935
0,0,1,0,0,1,0,1,0,1,0,85.60252881,1.313263893,70.45478252
0,0,1,0,0,1,0,1,0,1,1,86.30611396,1.288547754,70.45478252
0,0,1,0,0,1,0,1,1,0,0,85.52092981,1.325844288,70.49650568
0,0,1,0,0,1,0,1,1,0,1,85.60646963,1.304082632,70.49650568
0,0,1,0,0,1,0,1,1,1,0,85.80330205,1.275704622,70.41827475
0,0,1,0,0,1,0,1,1,1,1,85.67691398,1.33307457,70.41827475
0,0,1,0,0,1,1,0,0,0,0,41.8477447,1.311032057,70.4756441
0,0,1,0,0,1,1,0,0,0,1,41.8314774,1.33347249,70.4756441
0,0,1,0,0,1,1,0,0,1,0,41.97454238,1.330794096,70.59559821
0,0,1,0,0,1,1,0,0,1,1,41.88343477,1.331139088,70.59559821
0,0,1,0,0,1,1,0,1,0,0,41.67792296,1.312262535,70.52779806
0,0,1,0,0,1,1,0,1,0,1,41.62821364,1.334172964,70.52779806
0,0,1,0,0,1,1,0,1,1,0,41.65727258,1.334950924,70.49650568
0,0,1,0,0,1,1,0,1,1,1,42.03422737,1.31793499,70.49650568
0,0,1,0,0,1,1,1,0,0,0,63.81502867,1.3316257,70.34004381
0,0,1,0,0,1,1,1,0,0,1,64.00388241,1.291486979,70.34004381
0,0,1,0,0,1,1,1,0,1,0,64.17099643,1.316359997,70.32961302
0,0,1,0,0,1,1,1,0,1,1,22.77025032,1.32906127,70.32961302
0,0,1,0,0,1,1,1,1,0,0,65.36713004,1.295052767,70.34004381
0,0,1,0,0,1,1,1,1,0,1,63.94373155,1.310608864,70.34004381
0,0,1,0,0,1,1,1,1,1,0,64.10188699,1.312465668,70.32961302
0,0,1,0,0,1,1,1,1,1,1,64.11994529,1.288937092,70.32961302
0,0,1,0,1,0,0,0,0,0,0,53.98596025,1.329515696,65.38020236
0,0,1,0,1,0,0,0,0,0,1,54.00464797,1.295122147,65.38020236
0,0,1,0,1,0,0,0,0,1,0,53.88408947,1.316642761,65.39584854
0,0,1,0,1,0,0,0,0,1,1,53.84082627,1.291325569,65.39584854
0,0,1,0,1,0,0,0,1,0,0,53.81713653,1.334378481,65.39584854
0,0,1,0,1,0,0,0,1,0,1,53.89546299,1.297751665,65.39584854
0,0,1,0,1,0,0,0,1,1,0,53.92308426,1.309029579,65.39584854
0,0,1,0,1,0,0,0,1,1,1,53.95861006,1.326312304,65.39584854
0,0,1,0,1,0,0,1,0,0,0,86.09015274,1.005933046,63.4452905
0,0,1,0,1,0,0,1,0,0,1,84.69222617,1.3057549,63.4452905
0,0,1,0,1,0,0,1,0,1,0,85.19389391,0.986607552,63.4452905
0,0,1,0,1,0,0,1,0,1,1,85.18187547,0.99730444,63.4452905
0,0,1,0,1,0,0,1,1,0,0,85.06864142,1.001922131,63.4452905
0,0,1,0,1,0,0,1,1,0,1,85.30901551,1.000779629,63.4452905
0,0,1,0,1,0,0,1,1,1,0,86.02295613,1.019453526,63.4452905
0,0,1,0,1,0,0,1,1,1,1,85.2718091,0.985960722,63.4452905
0,0,1,0,1,0,1,0,0,0,0,41.25661111,1.29052949,65.33847919
0,0,1,0,1,0,1,0,0,0,1,41.33548522,1.28853178,65.33847919
0,0,1,0,1,0,1,0,0,1,0,41.4263649,1.288989305,65.33847919
0,0,1,0,1,0,1,0,0,1,1,41.24526072,1.289961815,65.33847919
0,0,1,0,1,0,1,0,1,0,0,41.14708805,1.26877737,65.33847919
0,0,1,0,1,0,1,0,1,0,1,41.40342999,1.292866707,65.33847919
0,0,1,0,1,0,1,0,1,1,0,41.33020592,1.308924675,65.33847919
0,0,1,0,1,0,1,0,1,1,1,41.38823867,1.30951643,65.33847919
0,0,1,0,1,0,1,1,0,0,0,64.28357911,0.939885378,63.17408991
